100.0,108.0
100.0,110.0
100.0,111.0
100.0,108.0
100.0,109.0
100.0,110.0
100.0,112.0
100.0,111.0
100.0,112.0
100.0,112.0
100.0,117.0
100.0,120.0
100.0,122.0
100.0,122.0
100.0,117.0
100.0,119.0
100.0,122.0
100.0,124.0
100.0,132.0
100.0,132.0
100.0,128.0
100.0,130.0
100.0,133.0
100.0,134.0
100.0,137.0
100.0,139.0
100.0,142.0
100.0,139.0
100.0,141.0
100.0,140.0
100.0,139.0
100.0,140.0
100.0,139.0
100.0,139.0
100.0,137.0
100.0,136.0
100.0,137.0
100.0,137.0
100.0,138.0
100.0,141.0
100.0,139.0
100.0,140.0
100.0,139.0
100.0,140.0
100.0,140.0
100.0,140.0
100.0,140.0
100.0,136.0
100.0,136.0
100.0,135.0
100.0,134.0
100.0,132.0
100.0,133.0
100.0,132.0
100.0,134.0
100.0,134.0
100.0,133.0
100.0,133.0
100.0,134.0
100.0,134.0
100.0,135.0
100.0,134.0
100.0,136.0
100.0,137.0
100.0,134.0
100.0,135.0
100.0,135.0
100.0,136.0
100.0,137.0
100.0,135.0
100.0,134.0
100.0,136.0
100.0,136.0
100.0,135.0
100.0,135.0
100.0,137.0
100.0,135.0
100.0,130.0
100.0,117.0
100.0,119.0
100.0,121.0
100.0,122.0
100.0,130.0
100.0,132.0
100.0,132.0
100.0,131.0
100.0,131.0
100.0,132.0
100.0,130.0
100.0,132.0
100.0,131.0
100.0,129.0
100.0,129.0
100.0,129.0
100.0,128.0
100.0,129.0
100.0,125.0
100.0,125.0
100.0,126.0
100.0,127.0
100.0,127.0
100.0,126.0
100.0,128.0
100.0,128.0
100.0,128.0
