100.0,224.0
100.0,224.0
100.0,225.0
100.0,226.0
100.0,224.0
100.0,225.0
100.0,224.0
100.0,225.0
100.0,225.0
100.0,224.0
100.0,225.0
100.0,225.0
100.0,225.0
100.0,224.0
100.0,226.0
100.0,224.0
100.0,225.0
100.0,208.0
100.0,114.0
100.0,114.0
100.0,120.0
100.0,122.0
100.0,124.0
100.0,126.0
100.0,128.0
100.0,128.0
100.0,128.0
100.0,133.0
100.0,132.0
100.0,134.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,139.0
100.0,137.0
100.0,139.0
100.0,138.0
100.0,138.0
100.0,137.0
100.0,139.0
100.0,138.0
100.0,138.0
100.0,122.0
100.0,124.0
100.0,180.0
100.0,216.0
100.0,209.0
100.0,201.0
100.0,188.0
100.0,194.0
100.0,194.0
100.0,150.0
100.0,204.0
100.0,185.0
100.0,200.0
100.0,158.0
100.0,118.0
100.0,174.0
100.0,176.0
100.0,183.0
100.0,192.0
100.0,124.0
100.0,134.0
100.0,137.0
100.0,137.0
100.0,138.0
100.0,143.0
100.0,152.0
100.0,175.0
100.0,133.0
100.0,140.0
100.0,140.0
100.0,140.0
100.0,139.0
100.0,207.0
100.0,176.0
100.0,136.0
100.0,137.0
100.0,141.0
100.0,142.0
100.0,212.0
100.0,214.0
100.0,214.0
100.0,130.0
100.0,133.0
100.0,133.0
100.0,173.0
100.0,205.0
100.0,214.0
100.0,217.0
100.0,218.0
100.0,215.0
100.0,212.0
100.0,215.0
100.0,216.0
100.0,222.0
100.0,223.0
100.0,224.0
100.0,222.0
100.0,222.0
100.0,223.0
100.0,221.0
100.0,223.0
100.0,223.0
100.0,223.0
100.0,226.0
100.0,221.0
100.0,220.0
100.0,222.0
100.0,223.0
100.0,222.0
100.0,224.0
100.0,222.0
100.0,225.0
100.0,224.0
100.0,224.0
100.0,223.0
100.0,223.0
100.0,222.0
100.0,223.0
100.0,224.0
100.0,222.0
100.0,224.0
100.0,223.0
100.0,224.0
100.0,224.0
100.0,222.0
100.0,222.0
100.0,222.0
100.0,223.0
100.0,224.0
100.0,223.0
100.0,224.0
100.0,225.0
100.0,225.0
100.0,225.0
100.0,225.0
100.0,225.0
100.0,223.0
100.0,225.0
100.0,225.0
100.0,226.0
100.0,223.0
100.0,224.0
100.0,225.0
100.0,223.0
100.0,228.0
100.0,224.0
100.0,223.0
100.0,222.0
100.0,224.0
100.0,224.0
100.0,227.0
100.0,226.0
100.0,225.0
100.0,225.0
100.0,225.0
100.0,224.0
100.0,224.0
